restaurant_id,rating,relative_date,text_snippet,scraped_at,review_date
168,4.0,a year ago,Italian Sunday Brunch was amazing. There were variety of á la minute dishes to order. They made me really impressed. Most of the dishes were less seasoning but well balanced and delectable. Fresh home,2026-02-08T02:54:17.997278,2025-02-08
168,5.0,a year ago,"Everything was perfect. Service was great, worth with SC10%. Great taste for food. …",2026-02-08T02:54:18.023198,2025-02-08
222,5.0,a week ago,"I've been to several buffets in Bangkok, but I had never tried this one until today. I can now say without hesitation that it's become my absolute favorite.
I visited for their Sunday brunch, and the ",2026-02-08T02:54:32.361077,2026-02-01
222,4.0,6 days ago,"There was a wide range of food, with grilled lobster as the special dish (limited to one lobster per person). They had all kinds of food, such as crackers/bread with ikura (and maybe caviar) as an app",2026-02-08T02:54:32.386272,2026-02-02
222,5.0,Edited 2 months ago,⭐️⭐️⭐️⭐️⭐️ An Exceptional Dining Experience at Rain Tree Café – The Athenee Hotel …,2026-02-08T02:54:32.406548,2025-12-10
222,4.0,2 months ago,A great buffet dining experience with a high end atmosphere and good service. The place is packed with high quality food ranging from Western to more traditional Thai options. The grilled section was ,2026-02-08T02:54:32.427360,2025-12-10
222,4.0,2 months ago,"Went there for Thanksgiving buffet, amazing turkey. The rest are the food is very decent. I didnt take a lot of pics but there were grilling station which has great lamb ribs. Japanese corner was very",2026-02-08T02:54:32.446539,2025-12-10
222,5.0,2 months ago,"The Rain Tree Café at Athenee Hotel in Bangkok is a great place for anyone who loves buffets. The food offers plenty of variety and good quality. You will find international cuisine from Thai, Indian,",2026-02-08T02:54:32.466775,2025-12-10
222,5.0,4 months ago,"Visited here back in 2015-2016 during October (Halloween). It was very memorable and I loved everything about the place at the time, so here are my thoughts after my latest come back in 2025… …",2026-02-08T02:54:32.494325,2025-10-11
222,5.0,a month ago,"Fresh seafood and many kind of foods. Lamb and scollops are good. Love foie gras serve unlimited. Location not so far BTS. BTW,  Thank you for K.Minnie/ K.Best/ K.Smile have a good service and support",2026-02-08T02:54:32.513401,2026-01-09
222,5.0,2 months ago,"Today’s buffet was excellent the food was fresh, continuously replenished, and I could really see the improvement compared to my previous visit. The staff were as wonderful and attentive as always, an",2026-02-08T02:54:32.530735,2025-12-10
222,4.0,5 months ago,"An Exceptional Buffet Experience with Outstanding Service

I first walked past the buffet entrance from the lobby, not particularly hungry, …",2026-02-08T02:54:32.548610,2025-09-11
222,5.0,a month ago,"Variety of food and sweets, especially Foie Gras. The atmosphere is very nice and comfy. The staff named Smile provides a good service to us.",2026-02-08T02:54:32.566220,2026-01-09
222,5.0,7 months ago,"Came to eat for the international buffet on Friday evening; 2,100 baht before tax per person. Despite the seemingly intimidating price, I can confidently say it was 100% worth it and perhaps changed m",2026-02-08T02:54:32.585493,2025-07-13
222,5.0,a month ago,"Delicious food, excellent service. The salmon steak, lamb, foie gras were superb soft and juicy.
We’ll be back soon.",2026-02-08T02:54:32.603007,2026-01-09
222,5.0,2 months ago,I’m a regular customer here but today got a chance to have dinner first time and it’s superb experience! They have amazing menu and some that I haven’t seen in lunches. The atmosphere is cozy especial,2026-02-08T02:54:32.623377,2025-12-10
222,5.0,4 weeks ago,"quite good ingredients for all the food options, the cold dishes are tastier to me
peaceful ambiance, excellent service",2026-02-08T02:54:32.643417,2026-01-11
222,1.0,6 months ago,"Disappointing Experience – Not Worth the Price

Compared to other 5-star hotel buffets like Goji or Orchid Café, this buffet …",2026-02-08T02:54:32.671838,2025-08-12
222,5.0,a year ago,"Beautiful restaurant at the Athenee hotel. Everything was delicious. We had the dinner time buffet. Plenty of cooked food from Thai to Indian and Mexican as well as fresh seafood, beef and lamb. Also ",2026-02-08T02:54:32.694426,2025-02-08
222,4.0,10 months ago,"The Rain Tree Café offers a pleasant atmosphere, perfect for dinner. I recently enjoyed their dinner buffet and was impressed by the overall experience. The buffet lines were well-organized and though",2026-02-08T02:54:32.713511,2025-04-14
222,5.0,9 months ago,"My family and I went there for the international lunch buffet. While other places may offer a wider variety of dishes, this one stands out for its quality. As someone with a sweet tooth, the dessert s",2026-02-08T02:54:32.737234,2025-05-14
222,5.0,6 months ago,"Huge breakfast buffet where you can choose between thai, indian, chinese, korean, Western, italian, french, vegetarian dishes. Good choice of pastries, egg stations, carving, soups, cold cuts, fruit, ",2026-02-08T02:54:32.756390,2025-08-12
33,4.0,5 months ago,"This place has such a lovely atmosphere — it feels like sitting in a cozy European café. The blue doors, pastel green rattan chairs, and greenery all around make it very refreshing. Perfect for hangin",2026-02-08T10:08:55.766161,2025-09-11
33,2.0,a month ago,"Disappointing experience overall. None of the dishes arrived hot — everything was lukewarm, which made it feel like the food wasn’t fresh. The liver pâté was overly gamy and unpleasant. The river praw",2026-02-08T10:08:55.782884,2026-01-09
33,5.0,3 months ago,"This place is just wow. From the interior to the great staff. The ambience is beautiful with rustic touch, delicious coffee, cakes and foods. Centrally located, but still in a silent, peaceful corner.",2026-02-08T10:08:55.796829,2025-11-10
33,5.0,6 months ago,"✨🍽 Audrey Cafe & Bistro — Where Every Moment Feels Like Home 💐👨‍👩‍👧‍👦
There’s a reason families keep coming back again and again. 💛 …",2026-02-08T10:08:55.810801,2025-08-12
33,5.0,8 months ago,"If you find good fusion food style with good cake in Bangkok, I think Audrey will be one of the best choices. …",2026-02-08T10:08:55.825278,2025-06-13
33,5.0,11 months ago,"Had a great family time trying out their premium menu buffet. Full menu available , from delicious steak to some of their fusion cuisine. Definitely will be coming back. Must try.",2026-02-08T10:08:55.839344,2025-03-15
33,4.0,5 months ago,Cozy and relax atmosphere. All dishes are delicious. But limited parking.,2026-02-08T10:08:55.852254,2025-09-11
33,5.0,a year ago,"I recently visited Audrey Restaurant in Bangkok for dinner with some friends and had a wonderful dining experience. The menu is diverse, offering a delightful fusion of Thai and Western dishes, all be",2026-02-08T10:08:55.864854,2025-02-08
33,5.0,5 years ago,The 3rd time to eat this restaurant but The 1st time to selected buffet style via Hungry Hub at this branch. Buffet has 2 prices such as 678 and 789 THB …,2026-02-08T10:08:55.877409,2021-02-09
33,5.0,Edited 4 years ago,"Nice, cozy and relax atmosphere that gives you a family gathering vibe. Food taste is amazing, fusion food here has given the higher market standard. I love bring my family here. The service is impres",2026-02-08T10:08:55.891932,2022-02-09
33,5.0,2 years ago,The restaurant is very nice with luxury decoration.  Taste of all dishes I ordered was impressive and I love Lever paste with bread the most. …,2026-02-08T10:08:55.907769,2024-02-09
33,5.0,7 months ago,All foods are delicious. Atmosphere great. Private room us excellent for group meeting or special events,2026-02-08T10:08:55.921805,2025-07-13
33,5.0,4 years ago,"Clean and cozy restaurant and really amazing decorations and nice stuff and great service and foods.
Foods are a bit pricey but I think it’s normal for such a place like this one. …",2026-02-08T10:08:55.937372,2022-02-09
33,5.0,4 years ago,"Very lovely place and nice food with good decorations. We had all you can eat menu. Really worth for price. As pandemic period, the restaurant keeps it clean, hygiene and beautiful. For sure, recommen",2026-02-08T10:08:55.952873,2022-02-09
33,5.0,2 years ago,"It was a fantastic atmosphere inside, beautiful french feeling. We just had coffee but I definitely want to go back to try their food. English was a little bit problematic, i had difficulty to explain",2026-02-08T10:08:55.968872,2024-02-09
33,4.0,Edited 3 years ago,I came during the Christmas atmosphere of the restaurant.  I feel very warm and decorated beautifully.  But the table above felt dusty at the table maybe because not many people came upstairs. …,2026-02-08T10:08:55.984665,2023-02-09
33,5.0,2 years ago,"A beautifully decorated cafe/bistro. Very relaxing and pleasing ambience at the Thong Lo branch.
Delicious food, we tried the Sizzler N.Z grilled rib eye with rice, confit duck, …",2026-02-08T10:08:55.999831,2024-02-09
33,4.0,6 years ago,A beautifully designed restaurant/cafe with really good desserts and wide food selection (a mixture of Thai and western foods depending on your preference ) price is extremely fair. …,2026-02-08T10:08:56.013495,2020-02-10
33,5.0,3 years ago,"Aug 2022 - My lady and I enjoyed an evening mid-week meal at Audrey.  Relaxing, casual atmosphere and good service.  Food was excellent tasting and presented beautifully.  Good western and Thai menu. ",2026-02-08T10:08:56.025789,2023-02-09
33,4.0,a year ago,"A very charming restaurant in a quieter section of Thonglor. While the interior reminds you of a picturesque European country manor, the food has a distinct emphasis on Thai cuisine. Wish it had a mor",2026-02-08T10:08:56.039986,2025-02-08
33,4.0,5 years ago,I believe the best Audrey branch of the other branches. The service is good and staff are friendly. Food quality is good and quantities is sufficient. The ambience is nice and proper measurements are ,2026-02-08T10:08:56.052139,2021-02-09
33,5.0,2 years ago,"They did a very good job on moctails, smoothies and beverage. My favorite dishes are crab soufflé, duck confit and smoked salmon salad.
Rib eye steak was overcooked.",2026-02-08T10:08:56.065511,2024-02-09
33,4.0,3 years ago,Food was nice with big variety of options on food and desserts. We had some hiccups on the service side but once I informed the manager they quickly fixed it and we appreciated. Nice warm and cozy atm,2026-02-08T10:08:56.077403,2023-02-09
33,2.0,4 years ago,"Yes it’s Nice, cozy and relax atmosphere that gives you a family gathering vibe. Food taste based on orders Baby Pizza Margarita and the salmon spinach cannelloni uh a bit too much cheese way too much",2026-02-08T10:08:56.091714,2022-02-09
33,5.0,a year ago,"It is located on a quiet street in Thonglor. I stopped in for cold frappe, but their eating menu is diverse. They have private sitting rooms available above the main restaurant and a quaint tea garden",2026-02-08T10:08:56.110700,2025-02-08
33,5.0,3 years ago,"English Cottage Restaurant Style with nice decorations, Yummy foods also. The price was a little too expensive but can accepted by the location in Thonglor area.",2026-02-08T10:08:56.127701,2023-02-09
33,5.0,Edited 2 years ago,Good food with a fusion twist. Pork cubes are excellent. Casual and well decorated with wide menu of Thai and western.,2026-02-08T10:08:56.143871,2024-02-09
33,5.0,8 years ago,"Excellent food. All the dishes were fantastic. We had: grilled marinated pork wrapped in white noodles, crispy aromatic duck spring roll, Audrey's deep fried prawn with signature mayonnaise dressing, ",2026-02-08T10:08:56.160700,2018-02-10
33,3.0,4 years ago,Food are tasty. But delivery service need improvement.  Order food in advance and set up time for delivery but food came in cool or even just came out from the freezer (clam shell cream)and unbaked sl,2026-02-08T10:08:56.173683,2022-02-09
33,5.0,7 years ago,Beautiful interior and pink unicorn decorations for Christmas. We tried lots of small dishes and especially enjoyed the desserts. When we finished our meal it was pouring rain but J helped us and lent,2026-02-08T10:08:56.188472,2019-02-10
423,5.0,Edited a year ago,"This restaurant is a gem, offering exquisite cuisine and remarkable service. The extensive menu features a variety of dishes, each bursting with complex flavors, even in the simplest preparations. The",2026-02-08T10:09:30.708827,2025-02-08
423,5.0,Edited a year ago,"Love - Pizza Tom Yum
Love - Yum Som o …",2026-02-08T10:09:30.725770,2025-02-08
423,5.0,2 years ago,"We've passed by this store a couple of times before booking a buffet via Hungry Hub. The food tastes great, good variety of options for the buffet, full-sized portions and fast service. I highly recom",2026-02-08T10:09:30.742260,2024-02-09
423,4.0,a year ago,So we decided to stop in today there was five of us and we just kind of walked into this cause it wasn’t busy and there was enough for five of us to grab a bite to eat and have a chitchat!! …,2026-02-08T10:09:30.758662,2025-02-08
423,5.0,a year ago,This cafe is very underrated IMO as we’ve been here twice and were blown away by the taste and quality of food. The stir fried pork knuckle dish is a must try and the prawn salad was delish! Service w,2026-02-08T10:09:30.773249,2025-02-08
423,5.0,2 years ago,Petite Audrey Café serves delicious fusion dishes. The café is decorated beautifully and the staff was very kind and helpful. …,2026-02-08T10:09:30.790011,2024-02-09
423,5.0,4 years ago,"Very nice restaurant. Located on the top floor of Siam Center. I had dinner as buffet program. The foods were very good and delicious. The service was good and fast. I love the pizza, it's a highlight",2026-02-08T10:09:30.809136,2022-02-09
423,3.0,2 years ago,"Actually I like this restaurant. A bit fusion Thai style food??

Always order similar menu... When i go there But... Sauce was weak(not enough to …",2026-02-08T10:09:30.826850,2024-02-09
423,5.0,Edited 6 years ago,"Later on! So these foods make me and my family feel fullness! As a quantity, taste included quality of the things that they cook. They are fantastic food and make me fat. We hope when we can decrease ",2026-02-08T10:09:30.842701,2020-02-10
423,5.0,2 years ago,"Good restaurant and café. Beautiful decorated, attractive, pleasant to sit. There are many menus both savoury and dessert.
- Carbonara : Ham, Cheese, Bacon and White Cream …",2026-02-08T10:09:30.860864,2024-02-09
423,4.0,Edited 2 years ago,Pleasant atmosphere for a ralaxing slow lunch. The smoked salmon sandwich was nice. The tom kha with salt fish was also good. After the dark chocolate cake was lovely and better than many similar cake,2026-02-08T10:09:30.878796,2024-02-09
423,5.0,a year ago,"On our first day in BKK, we saw this beautiful cafe and decided to have a late lunch there. We were glad we made the right choice as the food is yummy!",2026-02-08T10:09:30.896167,2025-02-08
423,5.0,2 years ago,The Thai Tea crepe and Milo crepe are so delicious. The prawn tomyum pizza is crisp and nice. The cube pork knuckle with the spicy sauce is awesome . Will visit again .,2026-02-08T10:09:30.915229,2024-02-09
423,3.0,2 years ago,Lovely corner place. Nice atmosphere. Food is ok but service very slow! My friend almost finished his food and my sandwich was not served. We had to call them twice. With so many other places I would ,2026-02-08T10:09:30.939193,2024-02-09
423,5.0,3 years ago,"Interesting place for a meet up meal or dessert. The crab meat soufflé is fantastic, lotsa effort to do up the egg so tangy, and also lotsa crab. The half chicken wing is crispy but tiny. The baked ma",2026-02-08T10:09:30.960934,2023-02-09
423,4.0,6 years ago,"Excellent ambience, attentive staff and delicious food puts this on the top list to visit in Bangkok if you’re in this area. Just had a great experience here and can highly recommend you pop in to ava",2026-02-08T10:09:30.987461,2020-02-10
423,5.0,3 years ago,The foods was outstanding and flavorful. The soufflé was incredibly full of crab meat and aromatic. The steak with the café de Paris sauce was splendid. The molten chocolate cake had the right amount ,2026-02-08T10:09:31.014180,2023-02-09
423,3.0,3 years ago,"Nice homy decoration and food presentation loved by social media photo enthusiasts. Clean, airy and well lit. Fusion food with combination of Thai, western, Japanese and Korean were majority in the me",2026-02-08T10:09:31.032690,2023-02-09
423,5.0,7 years ago,Came here based on the reviews I read on some blogs and I didn’t regret coming here. The Thai tea crepe cake is really delicious and not too sweet. Didn’t had the chance to try other items on their me,2026-02-08T10:09:31.052047,2019-02-10
423,5.0,2 years ago,"This is one of the most favorite go to place for me. The sea bass clear soup is a must if u love soups. It has the right balance of sour, chilli and sweetness fr the fresh seabass within. All the sala",2026-02-08T10:09:31.069534,2024-02-09
425,5.0,5 months ago,"Great ambience, food is great (authentic Thai cuisine), and service is prompt.
Waitress appreciates my bud taste when I request for less spicy.
Will come again.",2026-02-08T10:09:44.608814,2025-09-11
425,4.0,a year ago,It is an Asian fusion restaurant with cozy and beautiful interior. I can choose a table based on whether I want to see the amazing view of the city or the eye-catching interior.  I can get a peaceful ,2026-02-08T10:09:44.623060,2025-02-08
425,3.0,a month ago,"Weekday got special lunch set from 11am to 5pm which is a very good deal.

Food is nice but services still have room for improvement.",2026-02-08T10:09:44.635054,2026-01-09
425,4.0,a year ago,"Audrey's EmQuartier is a beautifully decorated restaurant with an elegant color scheme that sets the tone for a chic dining experience. The atmosphere is warm and inviting, making it an ideal spot for",2026-02-08T10:09:44.647746,2025-02-08
425,4.0,2 years ago,"Thai fusion cuisine, no doubt about the quality, nice location with a good city view. LOVE the tofu stir-fried cowslip creeper, the tofu was buttery and a little crispy outside, LOVE the lasagna, very",2026-02-08T10:09:44.659381,2024-02-09
425,5.0,a year ago,"Delicious food !! Beautiful decoration
We reserved a good promotion on Hungry Hub with an unlimited 2-hour premium menu. So good price not expensive and perfect dinner.
Book : https://bit.ly/3TLy30Y",2026-02-08T10:09:44.671601,2025-02-08
425,4.0,a year ago,Their tom yum pizza is a must-have! Tom yum spaghetti seems to be a touch normal as compared to the other branches. …,2026-02-08T10:09:44.684479,2025-02-08
425,5.0,a year ago,"I recently dined at Audrey and had an excellent experience. The ambiance was lovely, creating a comfortable and inviting atmosphere. Most importantly, every dish I tried was delicious and did not disa",2026-02-08T10:09:44.696985,2025-02-08
425,3.0,2 years ago,The pizza was so tiny for the price but taste was ok. The arabiata pasta tasted like mixed ketchup sauce. The tomkha and soft shell crab were better. Good for Thai food.,2026-02-08T10:09:44.708050,2024-02-09
425,5.0,4 years ago,Dining here during the day time would be more beautiful and you will get the full experience with the restaurant concept. But dinner would be lovely as well since the food is very good. Great portion ,2026-02-08T10:09:44.720895,2022-02-09
425,4.0,3 years ago,"Variety dishes of foods here - Thai and others.

Mac Cheese w/ Ham Bacon was moderate. Pizza was OK. The Thai roasted pork roll …",2026-02-08T10:09:44.736258,2023-02-09
425,3.0,2 years ago,"✨Tip: Reserved via Hungry Hub for buffet offer and set meal offer✨
🚗 Emquartier has parking spot. Use receipt to get free parking hour at information 🚗 …",2026-02-08T10:09:44.752947,2024-02-09
425,5.0,4 years ago,There so varieties of dishes here. We order several of Thai traditional dishes and also can some fusion and international dishes. The taste was delicious. More than that the service was very fast with,2026-02-08T10:09:44.780321,2022-02-09
425,3.0,3 years ago,"I really like the interiors with the classic songs they play. For the ambiance I would have give it 5 stars easily 😊.
We didn't have a meal, we had desserts and drinks. It was nice especially the …",2026-02-08T10:09:44.803403,2023-02-09
425,5.0,4 years ago,"Very cute atmosphere, like a greenhouse and great views of the city lights! 🥰

They let me substitute the shrimps in the pad Thai for chicken. (Thankyou so …",2026-02-08T10:09:44.821175,2022-02-09
425,3.0,7 years ago,"The weekday set lunch is quite worth it, comes with 3 appetizer, main, drink and dessert for 199 baht. But we find the spaghetti texture is on the hard side. We ordered pad thai and fried calamari, wa",2026-02-08T10:09:44.836872,2019-02-10
425,2.0,Edited 2 years ago,Our private room hen night was a complete disaster. The staff barely noticed us when we arrived. It was essentially self-service as it was so difficult to place an order and call the staff. We felt li,2026-02-08T10:09:44.852368,2024-02-09
425,5.0,a year ago,"SKILLFUL CHEF 👏

They often have promotions and we loved it - the set came w/ 1 main dish and a …",2026-02-08T10:09:44.866995,2025-02-08
425,5.0,3 months ago,"A French-Asian fusion café with beautiful floral decor. Breakfast, brunch, and desserts are visually appealing and delicious. The café is bright and comfortable, perfect for social gatherings or casua",2026-02-08T10:09:44.881065,2025-11-10
425,4.0,3 years ago,This place was good for hanging out. It was good for both family dinner and spending time with friends. The atmosphere was quiet and private. Foods were good. The service was nice.,2026-02-08T10:09:44.893606,2023-02-09
425,4.0,6 years ago,"Lovely restaurant with delicious western and Thai food. The price is acceptable, but the service should be improved. Although there were not much people, it was hard to reach waiters and waitresses. P",2026-02-08T10:09:44.907159,2020-02-10
425,4.0,6 years ago,"I like the place it's cozy and peaceful. I love the baby pizza that we order with tom yum flavour so unique but a bit expensive 😬. Over all, we had a great time here celebrating my sister's birthday e",2026-02-08T10:09:44.920883,2020-02-10
425,3.0,8 months ago,"We came here to eat the Thai tea mille crepe, and it was worth it 😊  The environment is pretty and nice to take photos too. …",2026-02-08T10:09:44.935870,2025-06-13
425,5.0,7 years ago,Nice and modern cafe with a good mix of western and local Thai dishes. Do under order your food to keep space for the desserts! A placeto cater for both young and old with the goodmix of food options ,2026-02-08T10:09:44.952206,2019-02-10
425,4.0,11 months ago,Lovely food with a cozy atmosphere. The view from the restaurant is also nice.,2026-02-08T10:09:44.966319,2025-03-15
425,4.0,7 years ago,"Nice enviroment there, as the renovation is really cozy and seats are comfortable there, hence, it is a fantastic restaurant for gathering.
The cafe there is providing authentic and fusion Thai cuisin",2026-02-08T10:09:44.984531,2019-02-10
425,4.0,10 months ago,Yummy fusion food with lots of varieties of western and thai options. Attentive staff and great ambience.,2026-02-08T10:09:45.001089,2025-04-14
425,5.0,2 years ago,"Great food quality & taste
Very good service mind
Nice atmosphere …",2026-02-08T10:09:45.014440,2024-02-09
425,4.0,7 years ago,Unique restaurant with a broad range of meals. The floral decorations give a great Parisian-style atmosphere. Service seems to be a bit hit or miss based on our past visits.,2026-02-08T10:09:45.026867,2019-02-10
425,4.0,7 years ago,The tom yang koong pizza was very good!  Deep fried morning Glory was also a tasty dish.  Service was polite but forgot one of our dish we ordered.,2026-02-08T10:09:45.040936,2019-02-10
426,1.0,3 months ago,"This restaurant is the least valuable I have ever eaten at. It's expensive, not delicious, and very disappointing. …",2026-02-08T10:09:56.982087,2025-11-10
426,4.0,a year ago,"Overall the food was okay. A bit on the expensive side though.

1. Clear Tom Yum soup with sea bass was average. I was hoping the soup to be a …",2026-02-08T10:09:56.997134,2025-02-08
426,3.0,3 years ago,"All the dishes, including the desserts, have a rather neutral/ mild taste. This might be good for tourists who are not familiar with authentic Thai flavours, but not good enough to satisfy those seeki",2026-02-08T10:09:57.008212,2023-02-09
426,4.0,3 years ago,"The place has a lovely and clean atmosphere, good taste of fusion and Thai foods... relaxing ambience and easy place for lunch or dinner. Their menu is mostly comprised of  Thai and western style. Whi",2026-02-08T10:09:57.020931,2023-02-09
426,2.0,2 years ago,"Beautiful decoration for restaurant in shopping mall. The taste were odds for Pad Thai and black olive fried rice use a very low quality broken rice, wet and tasteless. The service was difficult to ge",2026-02-08T10:09:57.035104,2024-02-09
426,4.0,3 years ago,"The ambiance is great and the service is excellent.

However, some of the food that we ordered were not up to the mark. The pot cake …",2026-02-08T10:09:57.047867,2023-02-09
426,4.0,3 years ago,This place has quite nice food.. but some that looks too good just stays good to be looked at. …,2026-02-08T10:09:57.063039,2023-02-09
426,5.0,a year ago,"Long established and has many branches.
Delicious and in generous size.
Probably cater to Thai tastes. …",2026-02-08T10:09:57.074582,2025-02-08
426,4.0,8 months ago,Good experience to tried fusion food. Highly recommend to order crab souffle plus some rice manu!,2026-02-08T10:09:57.087579,2025-06-13
426,1.0,a year ago,One of the most expensive and worst meals I’ve had in Thailand… the soufflé is a pile of egg whites… what appears to be egg whites that’s right on top of a scant amount of sauce with barely a trace of,2026-02-08T10:09:57.104538,2025-02-08
426,4.0,2 years ago,"We had reserved lunch buffet from Hungry hub, which is very valuable and there are lots of menus available. …",2026-02-08T10:09:57.121331,2024-02-09
426,5.0,7 years ago,"I love everything in this place! The interior, the food, the staff, everything is good. I had dinner at this place when I turned 21 and i realized that I didn't choose the wrong place. When I visited ",2026-02-08T10:09:57.139620,2019-02-10
426,4.0,3 years ago,"Always happy to come here
A beautifully designed restaurant/cafe with really good deserts and wide food selection. Price is very reasonable. All the dishes we ordered like usual are …",2026-02-08T10:09:57.155423,2023-02-09
426,4.0,2 years ago,"The restaurant is beautifully decorated and luxurious.

Polite staff.Staff take a good care of customer well. …",2026-02-08T10:09:57.171558,2024-02-09
426,5.0,7 years ago,"An awesome taste but a bit pricey however, worthy of it. Clean, fast service , server can speak English.Friendly and comfy atmosphere for foreigners like us, other menu takes time, the rest , the comm",2026-02-08T10:09:57.184543,2019-02-10
426,5.0,Edited a year ago,"Audrey @ Central Plaza Ladprao located on level 4 have been around for sometime. They provide variety of fusion food, drinks and desserts. Staffs are efficient and attentive. Prices are reasonably and",2026-02-08T10:09:57.198100,2025-02-08
426,5.0,9 months ago,"Still a nice place to sit back and relax with chocolate lava cake (it is called sticky chocolate cake in the menu) and a cup of coffee. I wish the cake is warmer, but it is still good at room temperat",2026-02-08T10:09:57.211135,2025-05-14
426,4.0,6 years ago,"The extraordinary well prepared, tasty, and good quality foods are served at Audrey. The menu is variety for both exotic Thai and international. They also offer many great juice and drink options. Onc",2026-02-08T10:09:57.224983,2020-02-10
426,4.0,Edited a year ago,"Foods are alright, some order can be missed but they are attentive if you told them that. Have 3 pages of vegetarian menus so convenient to bring your vegetarian friends to eat Thai food.",2026-02-08T10:09:57.242562,2025-02-08
426,5.0,6 years ago,"Very nice atmosphere and friendly/ attentive staff. The food was very good for the price. With the seats near the window, you don’t feel like you are in a shopping mall. They also bring me an extra no",2026-02-08T10:09:57.259371,2020-02-10
447,5.0,3 weeks ago,"My first visit to Up & Above, and I was truly impressed. The food selection is extensive and very well curated from fresh seafood on ice, a delicious roasted station, and foie gras, to Japanese and Th",2026-02-08T10:10:09.209729,2026-01-18
447,5.0,a month ago,"Service was excellent with attention to details.  Good atmosphere with indoor and outdoor area. Food was delicious, but the portions were small. We were really impressed with staff service, they were ",2026-02-08T10:10:09.225190,2026-01-09
447,5.0,Edited 5 months ago,"Emceerichardstyle Mic Rating
🎤🎤🎤🎤🎤
An underwhelming impression with an overwhelming experience. First time at Okura and I'm bowled over by subtle excellence in every aspect. Food is amazing here! …",2026-02-08T10:10:09.241398,2025-09-11
