restaurant_id,restaurant_name_en,restaurant_name_th,extracted_location,phone_number,searchString,gmaps_reviews_scraped,gmaps_avg_rating_scraped,playCount,diggCount,shareCount,tiktok_post_count,master_index,raw_engagement,log_engagement,momentum_score,reliability,quality_score,stability_score,final_priority_score,validation_status
280,Vertigo Rooftop Banyan Tree,เวอร์ทิโก้ รูฟท็อป โรงแรมบันยันทรี,Sathon,26791200,Vertigo Rooftop Banyan Tree Sathon Bangkok,0.0,0.0,8175136.0,396785.0,75601.0,80.0,8,856541.36,13.66065905261617,87.24654006275514,0.0,0.0,0.0,61.072578043928594,Viral Hit
4298,The Kinopolis ,เดอะ คิโนโพลิส,Bangkok,996536916,The Kinopolis  Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1399,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6281,The Market@5 At Eastin Grand Phayathai Hotel Bangkok,เดอะ มาร์เก็ต แอท ไฟว์ แอท อีสติน แกรนด์ พญาไท โฮเทล แบงคอก,Ratchathewi,24832899,The Market@5 At Eastin Grand Phayathai Hotel Bangkok Ratchathewi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3114,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4638,The Farmer and The Fisherman (Phuket),เดอะ ฟาร์มเมอร์ แอนด์ เดอะ ฟิชเชอร์แมน (ภูเก็ต),Bangkok,988690514,The Farmer and The Fisherman (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1709,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3518,The Lancaster Bar at Lancaster Bangkok,แลงคาสเตอร์บาร์ โรงแรมแลงคาสเตอร์ กรุงเทพ,Bangkok,22628089,The Lancaster Bar at Lancaster Bangkok Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,816,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4139,"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya)",แซงชัวรี รีสอร์ท พัทยา บีดับเบิลยู ซิกเนเจอร์คอลเลกชั่น (พัทยา),Bangkok,38197361,"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya) Bangkok Bangkok",0.0,0.0,4994356.0,459955.0,62022.0,20.0,1260,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4140,The Pasta Apartment Silom,เดอะ พาสต้า อะพาร์ตเมนต์ สีลม,Silom,636539274,The Pasta Apartment Silom Silom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1261,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4639,The Hungry Duck Central Embassy,The Hungry Duck เซ็นทรัลเอ็มบาสซี่,Ploenchit,990124713,The Hungry Duck Central Embassy Ploenchit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1710,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6907,The Fish Tavern,,Cheras,,The Fish Tavern Cheras Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3692,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4283,The O.S.S by Jim Thompson,The O.S.S by Jim Thompson,Siam,851156321,The O.S.S by Jim Thompson Siam Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1385,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4692,The Karaked Sukhumvit 36,เดอะ การะเกด สุขุมวิท 36,Rama 4,617588223,The Karaked Sukhumvit 36 Rama 4 Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1750,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6318,The Deck Bangkok,เดอะ เดค,Asok,952390805,The Deck Bangkok Asok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3149,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4069,The Bre-Eze Restaurant at Fair House Villas & Spa (Samui),ร้านอาหารเดอะบรีซ โรงแรม แฟร์เฮาส์วิลล่า แอนด์ สปา (สมุย),Bangkok,77429000,The Bre-Eze Restaurant at Fair House Villas & Spa (Samui) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1201,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2434,The District Grill Room & Bar Bangkok Marriott Hotel Sukhumvit,เดอะดิสทริคท์กริลล์รูม แอนด์ บาร์ โรงแรม บางกอก มาริออท โฮเทล สุขุมวิท,Thonglor,27970131,The District Grill Room & Bar Bangkok Marriott Hotel Sukhumvit Thonglor Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,360,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6357,The Grumpy Bear Cafe,The Grumpy Bear Cafe,Bangkok,92384055,The Grumpy Bear Cafe Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3187,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6365,The Coffee Academics Gaysorn Village,เดอะ คอฟฟี่ อะคาเดมิกส์ เกษร วิลเลจ,Bangkok,22536399,The Coffee Academics Gaysorn Village Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3195,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4662,The White House Bangkok,เดอะ ไวท์ เฮาส์,Phrom Phong,976949898,The White House Bangkok Phrom Phong Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1731,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6918,The Small Town Story Chongqing Hotpot Bangna (小城故事重庆火锅邦那店),,Bangkok,,The Small Town Story Chongqing Hotpot Bangna (小城故事重庆火锅邦那店) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3701,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3043,The Coral Lounge Phuket,The Coral Lounge Phuket,Bangkok,929159515,The Coral Lounge Phuket Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,606,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3044,The Coral Premium Lounge Suvarnabhumi (Domestic),The Coral Premium Lounge Suvarnabhumi (Domestic),Suvarnabhumi,919914191,The Coral Premium Lounge Suvarnabhumi (Domestic) Suvarnabhumi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,607,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3045,The Coral Lounge Don Mueang,The Coral Lounge Don Mueang,Bangkok,936696519,The Coral Lounge Don Mueang Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,608,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3294,The Hub Cafe and Eatery,เดอะ ฮับ คาเฟ่ แอนด์ อีทเทอรี่,Bangkok,927897181,The Hub Cafe and Eatery Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,732,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6366,The Coffee Academics Velaa Sindhorn Village,เดอะ คอฟฟี่ อะคาเดมิกส์ เวลล่า สินธร วิลเลจ,Bangkok,21642500,The Coffee Academics Velaa Sindhorn Village Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3196,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1831,The Coffee Club Royal Garden Plaza (Pattaya),เดอะ คอฟฟี่ คลับ รอยัลการ์เด้นพลาซ่า (พัทยา),Bangkok,631989706,The Coffee Club Royal Garden Plaza (Pattaya) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,221,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1433,The Seafood Cafe & Restaurant,เดอะ ซีฟู้ด คาเฟ่ แอนด์ เรสเตอรองท์,Bangkok,934232999,The Seafood Cafe & Restaurant Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,133,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1834,The Coffee Club Boat Avenue (Phuket),เดอะ คอฟฟี่ คลับโบ๊ทอเวนิว (ภูเก็ต),Bangkok,645062931,The Coffee Club Boat Avenue (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,222,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4410,The Lobby Lounge at Hyatt Regency Bangkok Sukhumvit,เดอะ ล้อบบี้ เลาจน์ ไฮแอทรีเจนซี่กรุงเทพสุขุมวิท,Nana,20981234,The Lobby Lounge at Hyatt Regency Bangkok Sukhumvit Nana Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1495,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1457,The House of Smooth Curry - The Athenee Hotel,เดอะ เฮาส์ ออฟ สมูท เคอร์รี่ - โรงแรม ดิ แอทธินี,Chidlom,947838565,The House of Smooth Curry - The Athenee Hotel Chidlom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,136,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6414,The White House ,เดอะ ไวท์ เฮาส์,Bangkok,649456697,The White House  Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3243,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6458,The Writing Club,The Writing Club,Bangkok,93628626,The Writing Club Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3286,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6107,The Blue Tiffin At Village Hotel Changi,เดอะ บลู ทิฟฟิน แอท วิลเลจ โฮเทล ชางงี,Bangkok,88340398,The Blue Tiffin At Village Hotel Changi Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,2964,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6552,The Brasserie l Holiday Inn Rayong,เดอะ บราสเซอรี่ ฮอลิเดย์ อินน์ ระยอง,Bangkok,38978789,The Brasserie l Holiday Inn Rayong Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3377,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1458,The Silk Road - The Athenee Hotel,เดอะซิลค์ โร้ด @ โรงแรม ดิ แอทธินี,Ploenchit,26508800,The Silk Road - The Athenee Hotel Ploenchit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,137,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6597,The Cocktail Office,The Cocktail Office,Clarke Quay,8.78E+07,The Cocktail Office Clarke Quay Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3421,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1836,The Coffee Club Day Inn (Phuket),เดอะ คอฟฟี่ คลับ เดย์ อิน (ภูเก็ต),Bangkok,632247279,The Coffee Club Day Inn (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,224,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1837,The Coffee Club Turtle Village (Phuket),เดอะ คอฟฟี่ คลับ เทอเทิลวิลเลจ (ภูเก็ต),Bangkok,960717550,The Coffee Club Turtle Village (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,225,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3711,The Station at Mercure Bangkok Makkasan,The Station at Mercure Bangkok Makkasan,Bangkok,817257748,The Station at Mercure Bangkok Makkasan Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,934,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2773,The Continent Hotel Staycation,The Continent Hotel Staycation,Asok,26867000,The Continent Hotel Staycation Asok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,497,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4693,The Karaked Siam Square One,เดอะ การะเกด สยามสแควร์วัน,Siam,962126670,The Karaked Siam Square One Siam Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1751,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6602,The Grill House Rooftop (Khaoyai),เดอะ กริลล์ เฮ้าส์ รูฟท็อป (เขาใหญ่),Bangkok,8.42E+08,The Grill House Rooftop (Khaoyai) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3426,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3949,The Siam Tea Room (Asiatique the Riverfront Branch),เดอะ สยาม ที รูม (เอเชียทีค เดอะริเวอร์ฟร้อนท์),Bangkok,20595999,The Siam Tea Room (Asiatique the Riverfront Branch) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1109,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2788,The Royal Kitchen Chinese Restaurant Royal Paradise Patong (Phuket),เดอะรอยัล คิทเช่น ไชนีส เรสเตอรอง รอยัล พาราไดซ์ ป่าตอง (ภูเก็ต),Bangkok,971469977,The Royal Kitchen Chinese Restaurant Royal Paradise Patong (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,501,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6607,The Best Veggie Khaoyai,เดอะเบสเวจจี้ เขาใหญ่,Bangkok,8.76E+08,The Best Veggie Khaoyai Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3430,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6716,The Public Restaurant & Bar,,Ladprao,,The Public Restaurant & Bar Ladprao Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3522,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6735,The Courtyard At Pavilion Hotel Kuala Lumpur,,Bukit Bintang,,The Courtyard At Pavilion Hotel Kuala Lumpur Bukit Bintang Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3541,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3980,The Square Novotel Bangkok Platinum Pratunam,เดอะ สแควร์ โรงแรมโนโวเทล กรุงเทพ แพลทินัม ประตูน้ำ,Ratchathewi,22071700,The Square Novotel Bangkok Platinum Pratunam Ratchathewi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1135,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
1561,The Bakery at The Athenee Hotel,เดอะ เบเกอรี่ @ ดิ แอทธินี โฮเทล,Ploenchit,6.61E+11,The Bakery at The Athenee Hotel Ploenchit Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,147,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4454,The BelleValia Pool Bar at Valia Hotel Bangkok,เบลวาเลีย พูล บาร์ โรงแรมวาลีอา กรุงเทพ,Phrom Phong,24833999,The BelleValia Pool Bar at Valia Hotel Bangkok Phrom Phong Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1539,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3985,The Coral Cosmo Lounge Suvarnabhumi Airport,The Coral Cosmo Lounge Suvarnabhumi Airport,Suvarnabhumi,946646414,The Coral Cosmo Lounge Suvarnabhumi Airport Suvarnabhumi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1137,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4571,The Urban Deck Cafe I Bistro I Bar,The Urban Deck Cafe I Bistro I Bar,Rama 4,820406570,The Urban Deck Cafe I Bistro I Bar Rama 4 Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1647,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6748,"The Mesh, Four Points",,Bangkok,,"The Mesh, Four Points Bangkok Bangkok",0.0,0.0,4994356.0,459955.0,62022.0,20.0,3554,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6774,The Lounge At Hilton Kuala Lumpur,,Kl Sentral,,The Lounge At Hilton Kuala Lumpur Kl Sentral Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3577,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3076,The Coffee Club Riverside Plaza,เดอะ คอฟฟี่ คลับ ริเวอร์ไซส์ พลาซ่า,Thonburi,982509049,The Coffee Club Riverside Plaza Thonburi Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,620,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
4635,Babette's The Steakhouse Bangkok,บาเบตต์ เดอะ สเต็กเฮ้าส์ กรุงเทพฯ,Chidlom,26304000,Babette's The Steakhouse Bangkok Chidlom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,1707,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
902,The Berkeley Dining Room,เดอะ เบอร์เคลีย์ ไดนิ่งรูม,Pratunaam,915454387,The Berkeley Dining Room Pratunaam Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,59,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2627,The Square at Novotel Bangkok Bangna,ห้องอาหารเดอะสแควร์ โรงแรมโนโวเทล บางนา,Bangkok,23660505,The Square at Novotel Bangkok Bangna Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,446,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6786,The Lobby Banchang,,Bangkok,,The Lobby Banchang Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3586,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6819,The Kitchen Table at W Singapore – Sentosa Cove ,,Sentosa,,The Kitchen Table at W Singapore – Sentosa Cove  Sentosa Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3615,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6847,The Marca Turkish Restaurant,,Silom,,The Marca Turkish Restaurant Silom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3641,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
928,The Mulberry Chinese Cuisine The Berkeley Hotel,เดอะ มัลเบอร์รี่ ไชนีส คูซีน เดอะ เบอร์เคลีย์ โฮเต็ล,Chidlom,23099999,The Mulberry Chinese Cuisine The Berkeley Hotel Chidlom Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,64,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2634,The St. Regis Bar and The Drawing Room,เดอะ เซนต์ รีจิส บาร์ และเดอะ ดรอว์อิ้ง รูม,Rajdamri,845550689,The St. Regis Bar and The Drawing Room Rajdamri Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,449,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6890,The Garden at Grande Central Point Prestige Bangkok ,,Bangkok,,The Garden at Grande Central Point Prestige Bangkok  Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3676,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
6498,The Quad @ Landmark Bangkok Hotel,เดอะควอด แอท แลนด์มาร์ค แบงค็อก โฮเทล,Bangkok,22540404,The Quad @ Landmark Bangkok Hotel Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,3325,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2201,The Coffee Club Samyan Mitrtown,เดอะ คอฟฟี่ คลับ สามย่านมิตรทาวน์,Sam Yan,922486906,The Coffee Club Samyan Mitrtown Sam Yan Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,319,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2810,The Coffee Club Ashlee Hub Hotel Patong (Phuket),เดอะ คอฟฟี่ คลับ แอชลี ฮับ ป่าตอง (ภูเก็ต),Bangkok,837013710,The Coffee Club Ashlee Hub Hotel Patong (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,513,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
2811,The Coffee Club TCC OZO Kata (Phuket),เดอะ คอฟฟี่ คลับ TCC OZO กะตะ (ภูเก็ต),Bangkok,653762900,The Coffee Club TCC OZO Kata (Phuket) Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,514,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3194,The Beach Phuket,The Beach Phuket,Bangkok,626683818,The Beach Phuket Bangkok Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,671,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3769,The Terrace Bar at S15 Sukhumvit Hotel,The Terrace Bar at S15 Sukhumvit Hotel,Nana,26512000,The Terrace Bar at S15 Sukhumvit Hotel Nana Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,977,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
3681,The Salil Hotel Riverside - Bangkok Staycation,โรงแรม เดอะ สลิล ริเวอร์ไซด์ กรุงเทพ สเตเคชั่น,Charoen Krung,28448787,The Salil Hotel Riverside - Bangkok Staycation Charoen Krung Bangkok,0.0,0.0,4994356.0,459955.0,62022.0,20.0,913,820008.56,13.61707127770906,86.96815799238563,0.0,0.0,0.0,60.877710594669935,Viral Hit
